Year,Year ending,Local Government Area,Offence Subdivision,Offence Group,CSA Drug Type,Offence Count
2020,December,Ballarat,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2020,December,Ballarat,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,18
2020,December,Ballarat,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,6
2020,December,Ballarat,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Ballarat,C30 Drug use and possession,C31 Drug use,GHB,1
2020,December,Ballarat,C30 Drug use and possession,C31 Drug use,Heroin,1
2020,December,Ballarat,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Ballarat,C30 Drug use and possession,C31 Drug use,Prescription,1
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Amphetamine,7
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Cannabis,126
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Cocaine,6
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Ecstasy,28
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,GHB,9
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Heroin,3
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,67
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Not Recorded,13
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Other,12
2020,December,Ballarat,C30 Drug use and possession,C32 Drug possession,Prescription,35
2020,December,Ballarat,C90 Other drug offences,C99 Other drug offences,Not Coded,3
2020,December,Banyule,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,12
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,13
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,8
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,4
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,18
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,13
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,46
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,5
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2020,December,Banyule,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2020,December,Banyule,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,16
2020,December,Banyule,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,21
2020,December,Banyule,C30 Drug use and possession,C31 Drug use,Cannabis,3
2020,December,Banyule,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Amphetamine,8
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Cannabis,241
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Ecstasy,23
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,GHB,41
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Heroin,24
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,150
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Not Recorded,43
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Other,20
2020,December,Banyule,C30 Drug use and possession,C32 Drug possession,Prescription,139
2020,December,Banyule,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2020,December,Bass Coast,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2020,December,Bass Coast,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,9
2020,December,Bass Coast,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2020,December,Bass Coast,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Bass Coast,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Bass Coast,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,6
2020,December,Bass Coast,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,7
2020,December,Bass Coast,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2020,December,Bass Coast,C30 Drug use and possession,C31 Drug use,Cannabis,3
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Cannabis,58
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Cocaine,2
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Ecstasy,6
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,GHB,2
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,16
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Not Recorded,6
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Other,2
2020,December,Bass Coast,C30 Drug use and possession,C32 Drug possession,Prescription,5
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,14
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,8
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,3
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,14
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,4
2020,December,Baw Baw,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2020,December,Baw Baw,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,16
2020,December,Baw Baw,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,24
2020,December,Baw Baw,C30 Drug use and possession,C31 Drug use,Amphetamine,5
2020,December,Baw Baw,C30 Drug use and possession,C31 Drug use,Cannabis,1
2020,December,Baw Baw,C30 Drug use and possession,C31 Drug use,GHB,4
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Amphetamine,15
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Cannabis,140
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Cocaine,8
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Ecstasy,16
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,GHB,32
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Heroin,4
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,92
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Not Recorded,36
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Other,9
2020,December,Baw Baw,C30 Drug use and possession,C32 Drug possession,Prescription,38
2020,December,Baw Baw,C90 Other drug offences,C99 Other drug offences,Not Coded,1
2020,December,Bayside,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,8
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,4
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,5
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,2
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,11
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,2
2020,December,Bayside,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2020,December,Bayside,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,7
2020,December,Bayside,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2020,December,Bayside,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2020,December,Bayside,C30 Drug use and possession,C31 Drug use,Cannabis,3
2020,December,Bayside,C30 Drug use and possession,C31 Drug use,Heroin,1
2020,December,Bayside,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Amphetamine,7
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Cannabis,85
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Cocaine,7
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Ecstasy,9
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,GHB,7
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Heroin,4
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,48
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Not Recorded,16
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Other,5
2020,December,Bayside,C30 Drug use and possession,C32 Drug possession,Prescription,75
2020,December,Bayside,C90 Other drug offences,C99 Other drug offences,Not Coded,7
2020,December,Benalla,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,1
2020,December,Benalla,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Benalla,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,4
2020,December,Benalla,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,7
2020,December,Benalla,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Benalla,C30 Drug use and possession,C31 Drug use,Methylamphetamine,4
2020,December,Benalla,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2020,December,Benalla,C30 Drug use and possession,C31 Drug use,Prescription,1
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Amphetamine,3
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Cannabis,39
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Cocaine,2
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Ecstasy,4
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,GHB,2
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Heroin,2
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,26
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Not Recorded,3
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Other,2
2020,December,Benalla,C30 Drug use and possession,C32 Drug possession,Prescription,14
2020,December,Boroondara,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,2
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,3
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,5
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,4
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,4
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,11
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2020,December,Boroondara,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2020,December,Boroondara,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,11
2020,December,Boroondara,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,8
2020,December,Boroondara,C30 Drug use and possession,C31 Drug use,Heroin,1
2020,December,Boroondara,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Cannabis,96
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Cocaine,4
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Ecstasy,2
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,GHB,10
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Heroin,10
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,44
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Not Recorded,17
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Other,6
2020,December,Boroondara,C30 Drug use and possession,C32 Drug possession,Prescription,32
2020,December,Brimbank,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,2
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,78
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,10
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,6
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,15
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,33
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,64
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,14
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,4
2020,December,Brimbank,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,2
2020,December,Brimbank,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,59
2020,December,Brimbank,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,14
2020,December,Brimbank,C30 Drug use and possession,C31 Drug use,Amphetamine,1
2020,December,Brimbank,C30 Drug use and possession,C31 Drug use,Cannabis,6
2020,December,Brimbank,C30 Drug use and possession,C31 Drug use,Heroin,3
2020,December,Brimbank,C30 Drug use and possession,C31 Drug use,Methylamphetamine,2
2020,December,Brimbank,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Amphetamine,21
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Cannabis,357
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Cocaine,28
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Ecstasy,43
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,GHB,66
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Heroin,137
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,269
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Not Recorded,55
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Other,19
2020,December,Brimbank,C30 Drug use and possession,C32 Drug possession,Prescription,198
2020,December,Brimbank,C90 Other drug offences,C99 Other drug offences,Not Coded,6
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,1
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,1
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,3
2020,December,Buloke,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2020,December,Buloke,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,1
2020,December,Buloke,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Amphetamine,2
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Cannabis,13
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Cocaine,9
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Ecstasy,14
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,4
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Not Recorded,18
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Other,11
2020,December,Buloke,C30 Drug use and possession,C32 Drug possession,Prescription,5
2020,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,5
2020,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2020,December,Campaspe,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,10
2020,December,Campaspe,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,23
2020,December,Campaspe,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,2
2020,December,Campaspe,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Campaspe,C30 Drug use and possession,C31 Drug use,Not Recorded,1
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Amphetamine,1
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Cannabis,61
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Cocaine,5
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Ecstasy,3
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,GHB,2
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Heroin,1
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,41
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Not Recorded,6
2020,December,Campaspe,C30 Drug use and possession,C32 Drug possession,Prescription,9
2020,December,Cardinia,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,3
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,15
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,2
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,3
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,3
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,1
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,20
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,3
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2020,December,Cardinia,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,5
2020,December,Cardinia,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,23
2020,December,Cardinia,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,12
2020,December,Cardinia,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Cardinia,C30 Drug use and possession,C31 Drug use,Cocaine,1
2020,December,Cardinia,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Cardinia,C30 Drug use and possession,C31 Drug use,Other,1
2020,December,Cardinia,C30 Drug use and possession,C31 Drug use,Prescription,2
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Amphetamine,11
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Cannabis,154
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Cocaine,4
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Ecstasy,9
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,GHB,37
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Heroin,2
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,69
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Not Recorded,21
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Other,9
2020,December,Cardinia,C30 Drug use and possession,C32 Drug possession,Prescription,61
2020,December,Casey,C10 Drug dealing and trafficking,C11 Drug dealing,Not Recorded,1
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,50
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,9
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,12
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,29
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,5
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,67
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,12
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,2
2020,December,Casey,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,1
2020,December,Casey,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,48
2020,December,Casey,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,40
2020,December,Casey,C30 Drug use and possession,C31 Drug use,Cannabis,7
2020,December,Casey,C30 Drug use and possession,C31 Drug use,GHB,2
2020,December,Casey,C30 Drug use and possession,C31 Drug use,Methylamphetamine,1
2020,December,Casey,C30 Drug use and possession,C31 Drug use,Not Recorded,3
2020,December,Casey,C30 Drug use and possession,C31 Drug use,Prescription,1
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Amphetamine,40
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Cannabis,755
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Cocaine,36
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Ecstasy,41
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,GHB,94
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Heroin,19
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,288
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Not Recorded,109
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Other,36
2020,December,Casey,C30 Drug use and possession,C32 Drug possession,Prescription,246
2020,December,Casey,C90 Other drug offences,C99 Other drug offences,Not Coded,3
2020,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,7
2020,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,2
2020,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,1
2020,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,4
2020,December,Central Goldfields,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2020,December,Central Goldfields,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,8
2020,December,Central Goldfields,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,1
2020,December,Central Goldfields,C30 Drug use and possession,C31 Drug use,Cannabis,1
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Cannabis,55
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,GHB,1
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Heroin,1
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,12
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Not Recorded,1
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Other,1
2020,December,Central Goldfields,C30 Drug use and possession,C32 Drug possession,Prescription,7
2020,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,6
2020,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,1
2020,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,14
2020,December,Colac-Otway,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,1
2020,December,Colac-Otway,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,3
2020,December,Colac-Otway,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,2
2020,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Methylamphetamine,3
2020,December,Colac-Otway,C30 Drug use and possession,C31 Drug use,Prescription,1
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Amphetamine,5
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Cannabis,67
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Cocaine,2
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Ecstasy,5
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,GHB,2
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Heroin,1
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,24
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Not Recorded,12
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Other,3
2020,December,Colac-Otway,C30 Drug use and possession,C32 Drug possession,Prescription,19
2020,December,Corangamite,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,4
2020,December,Corangamite,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,2
2020,December,Corangamite,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,3
2020,December,Corangamite,C30 Drug use and possession,C31 Drug use,Cannabis,2
2020,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Cannabis,13
2020,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Ecstasy,1
2020,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Methylamphetamine,2
2020,December,Corangamite,C30 Drug use and possession,C32 Drug possession,Prescription,3
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Amphetamine,1
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Cannabis,32
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Cocaine,12
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Ecstasy,8
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,GHB,20
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Heroin,16
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Methylamphetamine,65
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Not Recorded,6
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Other,1
2020,December,Darebin,C10 Drug dealing and trafficking,C12 Drug trafficking,Prescription,3
2020,December,Darebin,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,Not Coded,23
2020,December,Darebin,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,Not Coded,55
2020,December,Darebin,C30 Drug use and possession,C31 Drug use,Amphetamine,4
2020,December,Darebin,C30 Drug use and possession,C31 Drug use,Cannabis,5
2020,December,Darebin,C30 Drug use and possession,C31 Drug use,Prescription,1
